passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount
Shawn Berry,10.333333333333334,2017-05-05 04:28:28,Cash,1,3.67,12.5,0.0,0.0
Gregory Nicholson,10.15,2017-10-03 19:06:02,Card,1,0.93,8.0,1.96,0.0
Stanley Miller,13.8,2017-11-15 18:01:29,Cash,1,1.9,10.5,3.65,0.0
Christopher Mitchell,5.333333333333333,2017-01-29 17:15:34,Cash,1,0.72,5.5,1.26,0.0
Margaret Jackson,9.366666666666667,2017-03-27 19:18:03,Card,1,1.59,8.0,0.0,0.0
Angela Stanley PhD,7.5,2017-11-17 11:48:39,Card,1,0.86,6.5,1.46,0.0
Jennifer Martin,9.95,2017-10-21 09:29:42,Card,1,1.8,9.5,1.0,0.0
Marc Reed,17.016666666666666,2017-12-12 15:11:00,Card,1,0.9,11.5,0.0,0.0
Gary Willis,8.55,2017-11-12 09:03:05,Cash,1,0.9,7.5,0.0,0.0
Kenneth Roberts,12.4,2017-07-10 23:01:50,Card,1,3.29,13.0,0.0,0.0
Brittany Anderson,10.7,2017-08-06 02:52:46,Cash,1,2.2,9.5,0.0,0.0
Angela Wall,5.95,2017-03-08 10:51:20,Cash,1,0.5,5.5,1.55,0.0
Crystal Martin,9.55,2017-06-14 18:50:18,Cash,1,1.3,8.0,1.96,0.0
Thomas White,11.2,2017-04-12 23:09:35,Card,1,1.78,9.5,0.0,0.0
Andrew Stevens,14.133333333333333,2017-02-20 20:51:11,Cash,1,5.4,18.0,0.0,0.0
Erica Gonzalez,13.95,2017-06-04 16:37:15,Cash,1,1.0,10.0,1.62,0.0
Jake Moss,7.716666666666667,2017-10-02 17:14:16,Card,5,1.13,7.5,2.32,0.0
Leonard Weiss,2.85,2017-06-24 21:16:10,Card,1,0.8,4.5,0.0,0.0
Pamela Adams,6.483333333333333,2017-12-31 13:58:58,Cash,1,1.15,6.5,1.46,0.0
Stacey Hawkins,4.466666666666667,2017-11-19 04:31:45,Card,1,0.7,5.0,1.85,0.0
Cory Cardenas IV,4.216666666666667,2017-01-14 21:17:02,Cash,2,0.8,5.0,0.0,0.0
Joseph Cunningham,24.183333333333334,2017-05-23 15:57:19,Cash,1,4.1,18.5,0.0,0.0
Toni Jordan,21.433333333333334,2017-10-07 20:31:19,Cash,1,1.5,13.5,3.7,0.0
Joshua Blanchard,3.566666666666667,2017-11-07 08:34:54,Card,1,0.4,4.5,0.0,0.0
James Taylor,5.85,2017-07-17 16:43:27,Cash,2,1.0,6.0,1.55,0.0
Candace Hernandez,10.65,2017-07-11 19:58:35,Card,1,2.3,10.0,0.0,0.0
Kaitlin Graham,7.55,2017-01-31 06:36:20,Card,1,1.3,7.0,0.0,0.0
Adam Miller,6.166666666666667,2017-12-02 00:37:40,Card,1,1.24,7.0,0.0,0.0
Tiffany Levine,4.75,2017-01-31 17:49:09,Cash,2,0.6,5.5,0.7,0.0
Margaret Lopez,4.883333333333334,2017-01-31 10:45:37,Cash,3,1.0,5.5,1.25,0.0
Erica Carr,12.35,2017-03-12 17:26:21,Cash,1,1.87,10.0,0.1,0.0
Jessica Miller,18.633333333333333,2017-08-02 09:31:24,Card,1,2.03,12.5,2.66,0.0
Jack Reed,14.566666666666666,2017-04-26 19:05:38,Card,1,2.03,11.0,0.0,0.0
Donna Gibson,12.816666666666666,2017-12-04 19:53:10,Card,1,0.79,9.0,2.16,0.0
Manuel Rivera,7.366666666666666,2017-02-07 18:48:25,Cash,1,0.9,6.5,1.65,0.0
Breanna Juarez,16.283333333333335,2017-09-05 19:03:57,Cash,1,3.2,13.5,1.5,0.0
Joseph Conley,4.05,2017-04-09 20:48:25,Cash,4,0.8,5.0,0.0,0.0
Jessica Owens,20.266666666666666,2017-06-06 14:03:09,Card,1,1.5,13.0,2.75,0.0
Rachel Sweeney,12.183333333333334,2017-08-28 23:01:58,Card,1,2.1,10.0,0.0,0.0
Jacob Moore,7.016666666666667,2017-06-11 01:23:01,Card,1,1.2,6.5,0.0,0.0
Gina Harris,11.433333333333334,2017-07-27 10:56:57,Cash,2,1.83,9.5,2.06,0.0
Natalie Vargas,3.0166666666666666,2017-10-18 20:39:49,Card,1,0.47,4.0,1.06,0.0
Kelly Cross,3.933333333333333,2017-10-05 22:27:03,Cash,2,0.37,4.5,0.0,0.0
Elizabeth Adkins,2.1333333333333333,2017-12-09 09:49:37,Card,1,0.6,4.0,0.96,0.0
Amber Hood,6.116666666666666,2017-01-02 17:03:25,Card,2,1.6,7.5,0.0,0.0
Todd Sullivan,12.05,2017-11-23 23:49:12,Cash,2,2.64,11.5,2.56,0.0
Megan Gates,8.183333333333334,2017-01-06 20:40:45,Card,1,0.9,7.0,1.65,0.0
Ryan Adams,0.0,2017-12-01 18:41:19,Cash,4,0.0,2.5,0.0,0.0
Michelle Sanford,18.133333333333333,2017-12-01 22:25:33,Card,1,5.1,18.5,4.95,0.0
Mrs. Tammy Davidson,44.8,2017-04-20 18:10:04,Card,1,3.25,26.0,3.0,0.0
Holly Joyce,10.433333333333334,2017-03-29 19:03:58,Card,1,1.34,8.5,2.06,0.0
Christopher Lawrence,5.583333333333333,2017-07-23 15:19:07,Card,5,0.62,5.0,0.0,0.0
Barbara Ayers,8.3,2017-05-26 00:52:12,Cash,1,2.66,9.5,1.08,0.0
Kevin Flynn,7.05,2017-02-04 01:16:43,Cash,1,1.08,6.5,1.0,0.0
Taylor Hays,12.966666666666667,2017-04-07 12:27:44,Card,1,1.0,9.0,1.96,0.0
Daniel Pierce,2.75,2017-12-08 14:01:13,Card,1,0.29,3.5,0.86,0.0
Bradley Kim,3.783333333333333,2017-05-10 23:30:06,Card,1,0.7,5.0,0.0,0.0
Erin Martin,11.65,2017-04-02 14:16:16,Card,1,1.9,9.5,0.0,0.0
Jerry Brooks,1.4,2017-04-07 01:19:57,Card,1,0.61,4.0,0.0,0.0
Joshua Sherman,3.283333333333333,2017-08-22 22:48:52,Cash,1,0.4,4.0,1.32,0.0
Nicholas Huffman,17.016666666666666,2017-03-17 19:31:10,Card,1,1.6,11.5,1.0,0.0
Benjamin Wang,1.9333333333333333,2017-03-31 03:36:57,Cash,1,0.65,4.0,0.0,0.0
Phillip Sharp,7.25,2017-01-30 19:57:32,Card,1,1.0,6.5,1.65,0.0
Nicole Baird,13.516666666666667,2017-09-23 22:25:35,Cash,2,1.7,10.0,0.0,0.0
James Harvey,11.95,2017-03-25 23:17:55,Card,1,3.26,12.0,2.66,0.0
Stephanie Johnston,7.5,2017-11-17 18:04:19,Card,2,0.9,6.5,1.0,0.0
Mary Lane,25.133333333333333,2017-03-04 20:45:55,Cash,2,3.78,18.0,0.0,0.0
Katherine Turner,7.666666666666667,2017-10-09 23:29:53,Cash,1,1.7,8.0,2.3,0.0
Carlos Erickson,13.683333333333334,2017-07-11 16:45:32,Cash,1,1.6,10.0,2.35,0.0
Edward Ward,17.266666666666666,2017-05-24 09:55:24,Card,1,2.68,12.5,3.32,0.0
Rachel Warner,15.45,2017-06-29 20:02:36,Cash,1,1.1,10.5,1.5,0.0
Edward Horne,20.566666666666666,2017-09-25 07:40:48,Card,1,5.0,19.0,4.95,0.0
Hailey Smith,23.483333333333334,2017-08-25 17:45:58,Card,1,2.18,15.0,4.2,0.0
Amber Johnston MD,8.15,2017-08-06 09:28:50,Cash,2,1.9,8.5,0.93,0.0
Valerie Vasquez,0.21666666666666667,2017-03-31 05:29:32,Cash,1,0.01,2.5,0.0,0.0
Kimberly Jones,14.983333333333333,2017-05-22 17:35:10,Card,2,2.17,11.5,2.66,0.0
Debra Kaiser,20.783333333333335,2017-01-09 13:39:53,Cash,6,5.8,20.5,0.0,0.0
Timothy Bullock,16.35,2017-04-25 20:55:41,Cash,1,1.63,11.5,0.0,0.0
James Zhang,19.75,2017-03-11 00:59:09,Cash,1,4.11,16.0,3.46,0.0
Christopher White,6.3,2017-07-31 17:09:07,Card,1,1.7,7.0,1.75,0.0
David Dixon,14.216666666666667,2017-11-10 20:09:24,Cash,1,2.3,11.5,0.0,0.0
Daniel Bradley,13.683333333333334,2017-12-27 11:17:32,Card,2,1.4,10.0,2.15,0.0
Amy Wood,30.1,2017-12-15 17:20:40,Card,1,2.34,18.0,3.96,0.0
Nancy Werner,5.233333333333333,2017-02-08 20:32:00,Cash,1,1.0,5.5,1.0,0.0
Lauren Daniel,15.516666666666667,2017-12-13 18:34:43,Card,3,1.28,10.5,0.0,0.0
Madison Mccarthy,19.266666666666666,2017-12-28 15:35:38,Cash,1,1.3,12.5,3.0,0.0
Daniel Watkins,17.033333333333335,2017-07-30 18:28:04,Card,1,3.7,14.5,0.0,0.0
Robin Mayer,2.8333333333333335,2017-11-18 13:15:36,Cash,1,0.7,4.5,0.0,0.0
Meagan Kelly,6.966666666666667,2017-03-18 19:59:23,Cash,1,1.2,7.0,1.65,0.0
Ryan Warren,7.416666666666667,2017-10-18 01:03:47,Cash,2,2.0,8.5,2.9,0.0
Kelsey Morris,13.6,2017-10-21 20:54:25,Cash,1,3.22,12.5,1.0,0.0
Jonathan Merritt,11.95,2017-04-02 14:31:37,Card,1,1.23,9.0,0.0,0.0
Amy Black,9.333333333333334,2017-05-20 12:16:34,Card,1,1.07,7.5,0.0,0.0
Sharon Anderson,6.233333333333333,2017-06-19 08:54:25,Card,1,1.18,7.0,1.56,0.0
Renee Bowman,1423.15,2017-09-23 09:04:02,Card,1,1.82,13.0,2.07,0.0
Lonnie Bennett,26.566666666666666,2017-05-12 16:08:39,Cash,1,4.23,19.0,1.0,0.0
Hayden Malone,6.15,2017-12-12 20:11:48,Card,1,1.19,6.0,0.0,0.0
Jerry Smith,8.3,2017-04-28 02:31:42,Card,1,2.4,10.0,1.0,0.0
Sally Lee,24.35,2017-08-25 11:52:54,Cash,3,2.9,16.0,0.0,0.0
Michelle Bowman,16.133333333333333,2017-03-24 23:36:29,Card,1,2.4,12.0,2.65,0.0
Jessica Taylor,2.8333333333333335,2017-01-17 11:51:06,Card,1,0.5,4.0,0.0,0.0
Suzanne Moore,5.733333333333333,2017-09-24 23:09:21,Cash,1,1.6,7.0,1.65,0.0
Brianna Johnson,24.466666666666665,2017-12-16 23:21:29,Cash,1,3.7,16.5,3.55,0.0
Mary Pierce,2.5,2017-08-28 09:11:20,Cash,1,0.26,3.5,0.86,0.0
Justin Alvarez,14.6,2017-07-31 19:06:58,Card,2,2.13,11.0,0.0,0.0
Greg Fitzgerald,11.333333333333334,2017-09-14 20:39:03,Card,2,1.31,8.5,1.47,0.0
Philip Taylor,1.6166666666666667,2017-04-16 09:00:39,Cash,1,0.4,3.5,1.05,0.0
Alison Garrett,18.633333333333333,2017-09-30 14:24:15,Cash,2,2.9,14.0,2.95,0.0
Anita Bowen,10.583333333333334,2017-12-22 23:07:32,Card,2,1.0,8.5,0.0,0.0
Paul Stevenson,4.85,2017-07-06 21:05:53,Card,1,1.01,5.5,1.36,0.0
Candice Smith,13.733333333333333,2017-01-17 15:16:55,Card,1,1.8,10.0,0.0,0.0
Laura Humphrey,20.433333333333334,2017-11-20 07:47:05,Cash,1,2.0,14.0,2.95,0.0
Michelle Contreras,13.0,2017-10-26 00:06:07,Card,1,2.89,11.5,2.56,0.0
Alex Santos MD,8.4,2017-06-22 20:43:45,Card,2,2.12,9.0,2.06,0.0
Betty Simmons,4.583333333333333,2017-08-18 13:43:07,Card,1,0.6,5.0,0.0,0.0
Joan Garza,9.4,2017-04-03 21:42:38,Card,1,2.04,9.0,0.0,0.0
Jamie Moran,2.4833333333333334,2017-03-02 10:43:01,Card,1,0.79,4.5,1.06,0.0
Amy Brown,17.45,2017-10-06 05:50:46,Cash,2,5.27,18.0,3.86,0.0
Kyle Saunders,9.266666666666667,2017-06-21 23:43:56,Card,1,2.2,9.0,0.0,0.0
Eric Brown,4.383333333333334,2017-05-26 23:57:58,Card,1,0.7,5.0,1.85,0.0
Justin Hill,11.883333333333333,2017-03-11 21:44:48,Card,1,2.6,11.0,1.25,0.0
Nicholas Johnson,12.283333333333333,2017-12-02 15:59:27,Card,1,1.6,9.5,2.05,0.0
Patrick Juarez,2.1333333333333333,2017-11-25 09:05:15,Card,1,0.5,4.0,2.0,0.0
Sherri Stone,2.9,2017-08-11 20:09:25,Cash,2,1.0,5.0,1.26,0.0
Nancy Hayes,15.916666666666666,2017-10-21 18:29:27,Cash,1,3.15,13.5,2.86,0.0
John Rivas,11.916666666666666,2017-04-21 17:53:01,Card,1,1.6,9.0,2.15,0.0
Jennifer Munoz,4.6,2017-08-14 11:22:16,Cash,1,0.75,5.0,1.16,0.0
Mr. Anthony Hall,10.816666666666666,2017-01-19 15:52:33,Card,1,1.3,8.5,0.0,0.0
Alan Ruiz,8.666666666666666,2017-04-25 17:18:55,Card,2,1.82,8.5,2.06,0.0
Sarah Richardson,7.283333333333333,2017-12-23 20:33:58,Card,5,1.25,7.0,0.0,0.0
Mrs. Rachael Wang,21.0,2017-05-20 22:25:54,Card,1,1.7,13.5,0.0,0.0
Eric Lambert,8.883333333333333,2017-12-30 02:50:26,Cash,1,2.38,9.5,0.0,0.0
Michelle Herrera,3.65,2017-05-04 18:28:51,Cash,1,0.5,4.5,0.0,0.0
Alyssa Braun,2.45,2017-11-16 09:31:22,Cash,2,0.31,3.5,0.0,0.0
Dennis Harris,9.466666666666667,2017-06-15 18:24:36,Cash,1,1.12,8.0,1.0,0.0
Sara Lopez,23.383333333333333,2017-06-15 08:41:33,Cash,1,3.22,16.5,2.0,0.0
Andrew Jackson,10.266666666666667,2017-01-03 18:12:54,Cash,1,1.1,8.0,1.95,0.0
Craig Ballard,17.816666666666666,2017-06-09 07:27:54,Cash,1,4.1,16.0,2.0,0.0
Sean Bauer,18.95,2017-02-08 08:58:50,Cash,1,4.59,18.5,4.82,0.0
Amy Mcintosh,7.283333333333333,2017-04-21 21:58:31,Card,1,1.5,7.5,0.0,0.0
Kenneth Weber,6.533333333333333,2017-01-11 10:25:50,Card,2,0.89,6.5,0.0,0.0
Timothy Hendricks MD,13.283333333333333,2017-06-05 23:57:40,Cash,1,5.6,18.0,3.85,0.0
Cody Lee,8.433333333333334,2017-06-24 22:17:34,Cash,1,1.4,7.5,0.0,0.0
Amber Rowe,8.05,2017-03-23 19:18:01,Card,1,1.0,7.0,0.0,0.0
Andrew Adams,6.133333333333334,2017-03-31 01:44:12,Card,1,0.85,6.0,1.0,0.0
Kenneth Reid,15.3,2017-09-01 23:40:18,Cash,1,3.3,13.5,3.7,0.0
Claudia Rogers,40.65,2017-12-12 16:47:43,Card,5,4.09,25.0,6.7,0.0
Wendy Jordan,9.266666666666667,2017-05-09 23:33:02,Cash,3,2.05,9.5,2.16,0.0
James Ellis,23.216666666666665,2017-06-16 18:11:18,Cash,1,5.6,21.5,4.65,0.0
Joseph Nelson DDS,13.116666666666667,2017-02-22 07:26:17,Card,1,2.18,11.0,1.06,0.0
Anthony Diaz,5.683333333333334,2017-01-02 13:49:53,Card,1,1.73,7.0,1.56,0.0
Joanne Ortiz,2.8,2017-04-07 00:34:54,Card,1,0.57,4.0,1.06,0.0
Shirley Wilson,8.016666666666667,2017-08-29 08:00:32,Card,2,1.67,8.0,0.7,0.0
Robert Wood,10.633333333333333,2017-04-03 19:16:56,Card,3,1.54,9.0,2.0,0.0
Martin Middleton,1.9,2017-01-11 23:04:22,Card,2,0.42,3.5,0.0,0.0
Lauren Brown,3.933333333333333,2017-08-30 12:34:11,Cash,1,0.5,4.5,0.0,0.0
David George,13.65,2017-07-19 15:41:39,Cash,1,2.58,11.5,0.0,0.0
Crystal Carney,13.416666666666666,2017-05-30 16:33:52,Card,2,2.5,11.5,1.0,0.0
Jason Adkins,4.516666666666667,2017-07-02 09:39:47,Card,1,1.0,5.5,0.0,0.0
Daniel Nelson,5.166666666666667,2017-11-30 14:01:02,Cash,1,0.9,5.5,0.95,0.0
April Alvarez,0.13333333333333333,2017-01-06 22:55:56,Card,1,0.0,2.5,0.0,0.0
Gregory Hansen,11.716666666666667,2017-02-28 21:14:39,Card,1,2.79,12.0,2.66,0.0
David Dunn,13.65,2017-10-13 02:43:01,Cash,1,2.9,12.5,0.0,0.0
Monica Martin,21.416666666666668,2017-09-13 13:26:11,Cash,2,1.1,13.5,0.0,0.0
Juan Campbell,4.5,2017-05-29 19:24:31,Cash,2,1.52,6.5,1.0,0.0
Michael Robertson,16.966666666666665,2017-07-17 07:24:37,Cash,1,3.3,14.0,0.0,0.0
Thomas Gibson,13.15,2017-03-16 02:13:46,Cash,1,3.09,12.5,2.76,0.0
Kevin Elliott,17.433333333333334,2017-10-31 23:56:38,Cash,1,2.4,13.5,2.0,0.0
Carlos Rojas,5.4,2017-11-21 20:53:45,Cash,5,1.08,6.0,1.46,0.0
Michele Raymond,9.383333333333333,2017-01-17 17:22:19,Card,5,1.06,7.5,2.32,0.0
Tammy Contreras,13.866666666666667,2017-12-02 14:15:17,Cash,3,1.2,9.5,0.0,0.0
Katie Turner,2.566666666666667,2017-11-25 01:37:18,Card,2,0.4,4.0,0.0,0.0
Carolyn Chavez,9.15,2017-06-16 03:02:07,Cash,1,2.25,9.5,1.5,0.0
Kelly Cohen,10.566666666666666,2017-07-27 10:56:35,Cash,1,0.78,8.0,0.0,0.0
Destiny Vasquez,15.166666666666666,2017-03-22 09:25:10,Cash,5,1.53,11.0,2.36,0.0
Courtney Alexander,6.4,2017-10-02 21:52:26,Cash,1,1.99,7.5,1.76,0.0
Kyle Simmons,39.35,2017-01-18 16:31:14,Card,1,5.3,26.0,2.0,0.0
Jesse Smith,12.716666666666667,2017-01-02 17:47:14,Card,1,2.1,10.5,2.0,0.0
Katherine Delgado,4.083333333333333,2017-04-19 17:23:44,Card,1,0.8,5.0,0.0,0.0
Veronica Richardson,7.05,2017-02-15 12:57:44,Cash,1,0.87,6.5,1.46,0.0
Stephanie Medina,15.416666666666666,2017-05-19 11:29:05,Cash,1,1.4,11.0,1.5,0.0
Sandra Mullen,16.25,2017-02-02 21:08:06,Cash,2,2.15,12.0,2.66,0.0
David Wang,5.616666666666666,2017-08-13 03:52:29,Card,1,0.9,5.5,1.35,0.0
John Smith,13.466666666666667,2017-01-31 08:16:34,Cash,1,1.6,10.0,2.15,0.0
Marc Gibson,13.866666666666667,2017-07-06 19:53:09,Cash,1,1.83,10.5,1.84,0.0
Colleen Carpenter,18.666666666666668,2017-03-17 21:07:33,Card,5,3.18,14.5,0.0,0.0
Ann Price,12.333333333333334,2017-01-30 09:49:40,Cash,1,1.2,9.0,1.95,0.0
Nicole Palmer,19.75,2017-10-11 16:44:42,Cash,1,1.91,13.5,0.0,0.0
William Norman,11.4,2017-08-14 19:34:28,Cash,1,1.17,8.5,0.0,0.0
Christopher Ellison,13.933333333333334,2017-10-13 14:19:11,Cash,1,2.63,12.0,2.0,0.0
Sarah Jackson,10.85,2017-02-25 20:18:49,Card,1,0.86,8.0,1.86,0.0
Lisa Calderon,7.933333333333334,2017-05-08 21:02:56,Card,2,1.66,8.0,1.0,0.0
Zachary Harrell Jr.,12.7,2017-02-27 18:54:00,Card,4,1.96,10.5,2.46,0.0
Debbie Beck,2.783333333333333,2017-06-11 19:59:05,Cash,1,0.83,4.5,0.0,0.0
Bobby Huerta,6.4,2017-07-14 20:53:37,Cash,1,0.6,5.5,0.0,0.0
Jennifer Henderson,5.283333333333333,2017-09-23 12:28:42,Cash,5,1.22,6.0,0.0,0.0
Steven Olson,6.166666666666667,2017-10-02 15:21:42,Cash,2,0.76,6.0,1.0,0.0
Cynthia Curtis,10.483333333333333,2017-04-16 22:23:23,Card,1,2.17,9.5,2.16,0.0
Kenneth Evans,26.983333333333334,2017-12-04 13:25:45,Cash,1,1.6,16.0,3.35,0.0
Billy Grant,12.183333333333334,2017-05-11 12:54:27,Card,1,1.0,9.0,1.95,0.0
Russell Fox,10.783333333333333,2017-01-18 21:55:20,Cash,1,2.6,10.5,2.35,0.0
Shannon Hughes,3.0833333333333335,2017-02-17 06:42:13,Cash,1,0.8,4.5,1.3,0.0
Lisa Lewis,6.883333333333334,2017-05-25 18:00:38,Cash,1,0.9,6.0,0.0,0.0
Ronald Graves,22.2,2017-09-15 17:44:04,Cash,1,2.3,15.0,2.0,0.0
Tammy Smith,10.766666666666667,2017-10-22 18:08:13,Cash,2,1.59,9.0,0.0,0.0
Seth Mercer,23.3,2017-01-19 14:48:45,Cash,6,4.22,18.0,3.76,0.0
Becky Elliott,11.333333333333334,2017-08-20 15:57:16,Card,2,2.5,10.5,0.0,0.0
Megan Curtis,8.2,2017-09-18 09:59:49,Card,1,0.64,7.0,1.56,0.0
Charles Tran,19.45,2017-08-28 22:44:44,Card,2,4.62,17.0,0.0,0.0
Kristina Woodard,2.3,2017-03-20 12:41:09,Cash,4,0.44,4.0,0.0,0.0
Karen Floyd,1.6333333333333333,2017-01-11 10:01:22,Cash,2,0.48,3.5,1.08,0.0
Stephanie Jones,9.45,2017-04-08 21:20:18,Card,1,1.6,8.5,1.95,0.0
Keith Porter,13.233333333333333,2017-04-07 11:00:19,Cash,1,1.0,9.5,0.0,0.0
Ricky Taylor,5.7,2017-09-15 06:59:43,Card,1,0.8,5.5,1.25,0.0
Lisa Burton,3.2666666666666666,2017-09-21 08:21:15,Card,1,0.4,4.0,0.95,0.0
Melinda Smith,15.6,2017-05-10 13:03:08,Card,1,1.6,11.0,2.0,0.0
Marcus Clarke,10.166666666666666,2017-01-19 22:40:25,Card,6,1.5,8.5,1.96,0.0
David Williams,13.216666666666667,2017-08-09 18:16:12,Cash,2,4.6,15.5,0.0,0.0
Michael Johnson,11.516666666666667,2017-10-11 08:33:14,Cash,5,1.21,8.5,0.0,0.0
Peter Martinez,3.55,2017-11-08 00:06:31,Cash,1,0.4,4.0,0.0,0.0
Adam Lopez,32.03333333333333,2017-11-10 17:57:45,Card,1,3.6,20.5,4.45,0.0
Ian Copeland,18.35,2017-07-17 06:58:18,Cash,2,4.61,17.5,0.0,0.0
Donna Summers,-16.983333333333334,2017-11-05 01:06:09,Cash,1,5.7,28.0,0.0,0.0
Angela Blake,8.916666666666666,2017-05-28 16:55:58,Card,2,2.1,9.0,1.95,0.0
Stephanie Cisneros,4.583333333333333,2017-11-19 00:01:31,Cash,1,0.5,5.0,1.25,0.0
Amanda Jennings,15.716666666666667,2017-03-10 20:11:25,Card,4,3.09,13.0,0.0,0.0
Michael Smith,7.5,2017-03-13 22:15:05,Card,1,1.4,7.5,0.0,0.0
Maria Cunningham,2.533333333333333,2017-12-30 22:45:40,Card,1,0.5,4.0,1.05,0.0
Cynthia Lee,7.3,2017-06-14 16:34:59,Card,1,0.89,6.5,0.0,0.0
Herbert White,21.25,2017-03-05 15:15:39,Cash,1,3.7,16.0,2.0,0.0
Kara Faulkner,20.3,2017-04-12 18:07:09,Cash,1,2.1,13.5,3.8,0.0
Stacy Black,6.7,2017-10-24 18:57:28,Cash,1,0.65,6.0,0.0,0.0
Tonya Townsend,22.083333333333332,2017-03-04 11:38:06,Card,2,3.9,17.5,4.55,0.0
John Garcia,23.533333333333335,2017-04-05 08:39:01,Cash,6,1.89,15.0,0.0,0.0
Michael Henry,6.983333333333333,2017-10-03 00:26:21,Cash,2,1.4,7.0,1.65,0.0
George Burns,3.6333333333333333,2017-09-14 07:19:45,Card,1,0.85,5.0,1.0,0.0
Nathan West,9.033333333333333,2017-10-14 03:46:32,Cash,1,2.4,9.5,2.15,0.0
Elizabeth Crawford,8.083333333333334,2017-12-31 13:43:44,Card,3,1.2,7.0,0.0,0.0
Elizabeth Williams,5.05,2017-05-05 09:14:51,Cash,1,0.63,5.0,1.45,0.0
Jessica Jones,5.766666666666667,2017-07-17 20:38:17,Cash,1,1.2,6.5,1.55,0.0
Madison Owens,7.833333333333333,2017-07-22 03:31:42,Cash,1,1.7,8.0,0.01,0.0
Barry Rodriguez,12.033333333333333,2017-10-06 17:17:58,Card,6,1.65,9.5,2.82,0.0
Laura Alvarez,5.266666666666667,2017-10-09 06:50:22,Card,1,1.8,7.0,1.55,0.0
Jeffery Anderson,5.933333333333334,2017-03-03 06:47:02,Cash,1,1.2,6.0,0.0,0.0
Emily Reese,27.716666666666665,2017-04-20 18:41:18,Card,3,5.52,22.0,4.76,0.0
Jeffrey Banks,25.3,2017-06-19 13:43:47,Cash,1,2.3,16.5,3.45,0.0
Michelle Long,13.766666666666667,2017-04-06 12:13:20,Cash,2,2.06,10.5,0.0,0.0
Nicholas Ellis,2.15,2017-10-30 07:31:40,Card,1,0.4,3.5,0.0,0.0
Jo Craig,15.266666666666667,2017-09-08 03:27:09,Cash,2,3.98,14.5,3.16,0.0
Cesar Johnson,1.2833333333333334,2017-07-03 16:13:26,Card,1,0.48,3.5,0.0,0.0
Tonya Whitaker,4.333333333333333,2017-05-07 11:55:28,Card,1,1.04,5.5,1.26,0.0
Scott Thomas,10.55,2017-06-15 07:53:00,Cash,1,1.9,9.0,1.96,0.0
Raymond Holmes,4.466666666666667,2017-10-13 19:24:44,Card,1,1.0,5.5,0.0,0.0
Kevin May,7.033333333333333,2017-08-31 15:13:51,Card,1,1.2,7.0,1.0,0.0
Travis Middleton,3.95,2017-07-29 09:30:08,Cash,1,0.87,5.0,1.2,0.0
Paula Smith,6.7,2017-05-11 07:41:10,Cash,1,0.53,6.0,1.36,0.0
Patricia Perkins,8.466666666666667,2017-09-05 10:49:20,Card,1,1.02,7.0,0.0,0.0
Tracy Smith,25.0,2017-04-27 17:39:46,Card,1,1.35,15.0,3.36,0.0
Sheila Johnson,17.9,2017-07-29 14:13:02,Cash,1,1.48,12.0,2.56,0.0
Tim Rivera,24.2,2017-04-25 20:17:14,Cash,1,3.8,17.0,3.65,0.0
Melinda Powell,11.55,2017-08-26 12:26:01,Card,3,3.1,12.0,2.55,0.0
Gregory Robinson,10.583333333333334,2017-03-22 16:43:24,Cash,1,1.02,8.0,1.96,0.0
Tonya Luna,4.333333333333333,2017-09-22 22:11:23,Card,1,0.68,5.0,1.26,0.0
Maria Rangel,14.716666666666667,2017-03-29 10:45:32,Cash,1,2.36,12.0,3.2,0.0
Tanya Bailey,5.35,2017-04-12 09:37:11,Cash,1,0.5,5.0,1.16,0.0
Mark Brady,5.683333333333334,2017-12-27 16:54:22,Card,1,0.6,5.0,0.68,0.0
Traci Nelson,8.183333333333334,2017-06-12 11:11:43,Cash,1,1.4,7.5,1.2,0.0
Seth Callahan,11.383333333333333,2017-01-27 14:39:02,Cash,6,2.3,10.0,0.0,0.0
Charles Garcia,13.6,2017-12-28 22:16:55,Card,2,0.7,9.0,0.0,0.0
John Estrada,3.95,2017-12-31 03:12:07,Card,1,1.2,6.0,1.45,0.0
Jamie Barron,4.55,2017-05-10 22:37:19,Cash,1,0.8,5.0,1.26,0.0
Elizabeth Pace,8.066666666666666,2017-04-21 23:53:49,Cash,1,1.97,8.5,1.96,0.0
Allison Ross,14.95,2017-11-04 11:13:17,Cash,2,5.48,18.5,3.86,0.0
Laurie Garcia,5.916666666666667,2017-02-04 09:32:29,Cash,5,1.06,6.0,1.36,0.0
Marc Young,9.633333333333333,2017-09-24 19:38:35,Card,1,1.2,8.0,3.0,0.0
Kathleen Hancock,8.05,2017-06-17 16:53:48,Card,1,1.99,9.0,0.0,0.0
Christopher Taylor,20.083333333333332,2017-11-13 19:49:18,Card,1,3.2,15.0,3.35,0.0
Ashley Morgan,7.283333333333333,2017-01-18 08:58:57,Card,1,1.1,7.0,1.0,0.0
Jennifer Sharp,18.216666666666665,2017-11-17 17:03:50,Cash,1,2.93,13.5,3.82,0.0
Sierra Myers,6.866666666666666,2017-05-26 11:40:32,Card,1,0.7,6.0,1.36,0.0
Joseph Kidd,13.2,2017-10-31 08:48:29,Cash,2,1.06,9.5,0.0,0.0
